continent_code,date,cases,deaths
AF,2020-06-09,202864,5539
AF,2020-06-10,209380,5689
AF,2020-06-11,216775,5852
AF,2020-06-12,224853,6051
AF,2020-06-13,232933,6254
AF,2020-06-14,241785,6460
AF,2020-06-15,251408,6763
AF,2020-06-16,259111,7016
AF,2020-06-17,267818,7219
AF,2020-06-18,275792,7420
AF,2020-06-19,285914,7683
AF,2020-06-20,297112,7919
AF,2020-06-21,306390,8116
AF,2020-06-22,315380,8339
AF,2020-06-23,324524,8621
AF,2020-06-24,335791,8856
AF,2020-06-25,347836,9070
AF,2020-06-26,359591,9283
AF,2020-06-27,371600,9485
AF,2020-06-28,382190,9664
AF,2020-06-29,393232,9880
AF,2020-06-30,404796,10147
AF,2020-07-01,418211,10406
AF,2020-07-02,432331,10644
AF,2020-07-03,447464,10883
AF,2020-07-04,463075,11084
AF,2020-07-05,476637,11364
AF,2020-07-06,490481,11613
AF,2020-07-07,507931,11978
AF,2020-07-08,522641,12233
AF,2020-07-09,541840,12459
AF,2020-07-10,559446,12769
AF,2020-07-11,578307,12989
AF,2020-07-12,594955,13246
AF,2020-07-13,611092,13464
AF,2020-07-14,625562,13763
AF,2020-07-15,643622,13989
AF,2020-07-16,663953,14359
AF,2020-07-17,683493,14674
AF,2020-07-18,702663,14956
AF,2020-07-19,721292,15170
AF,2020-07-20,736587,15424
AF,2020-07-21,750451,15738
AF,2020-07-22,770175,16446
AF,2020-07-23,788532,16715
AF,2020-07-24,810643,17105
AF,2020-07-25,828877,17522
AF,2020-07-26,847109,17767
AF,2020-07-27,860537,18176
AF,2020-07-28,874036,18498
AF,2020-07-29,891595,18865
AF,2020-07-30,909002,19319
AF,2020-07-31,928155,19683
AF,2020-08-01,945104,19975
AF,2020-08-02,957759,20307
AF,2020-08-03,968612,20628
AF,2020-08-04,978527,21100
AF,2020-08-05,993901,21639
AF,2020-08-06,1008159,22070
AF,2020-08-07,1021721,22509
AF,2020-08-08,1035929,22922
AF,2020-08-09,1048285,23280
AF,2020-08-10,1057340,23599
AF,2020-08-11,1065300,23868
AF,2020-08-12,1074476,24278
AF,2020-08-13,1084904,24683
AF,2020-08-14,1097447,25099
AF,2020-08-15,1109208,25339
AF,2020-08-16,1119168,25634
AF,2020-08-17,1128061,25898
AF,2020-08-18,1136712,26313
AF,2020-08-19,1147632,26641
AF,2020-08-20,1158236,26978
AF,2020-08-21,1168490,27330
AF,2020-08-22,1178828,27604
AF,2020-08-23,1187968,27786
AF,2020-08-24,1195480,28006
AF,2020-08-25,1203094,28289
AF,2020-08-26,1211878,28608
AF,2020-08-27,1220467,28861
AF,2020-08-28,1228506,29092
AF,2020-08-29,1236983,29423
AF,2020-08-30,1245440,29587
AF,2020-08-31,1252245,29813
AF,2020-09-01,1259402,30055
AF,2020-09-02,1268116,30320
AF,2020-09-03,1275863,30617
AF,2020-09-04,1284441,30855
AF,2020-09-05,1291833,31080
AF,2020-09-06,1299656,31304
AF,2020-09-07,1306532,31522
AF,2020-09-08,1314178,31748
AF,2020-09-09,1322473,31940
AF,2020-09-10,1330523,32125
AF,2020-09-11,1339202,32356
AF,2020-09-12,1346596,32502
AF,2020-09-13,1353390,32623
AF,2020-09-14,1359892,32794
AF,2020-09-15,1366455,33071
AF,2020-09-16,1373765,33250
AF,2020-09-17,1382370,33429
AF,2020-09-18,1390511,33622
AF,2020-09-19,1399238,33824
AF,2020-09-20,1407677,33957
AF,2020-09-21,1413804,34083
AF,2020-09-22,1420664,34323
AF,2020-09-23,1429391,34532
AF,2020-09-24,1437577,34707
AF,2020-09-25,1445542,34861
AF,2020-09-26,1451964,35029
AF,2020-09-27,1460329,35164
AF,2020-09-28,1465995,35458
AF,2020-09-29,1473511,35675
AF,2020-09-30,1481939,35864
AF,2020-10-01,1489205,36081
AF,2020-10-02,1498058,36230
AF,2020-10-03,1506887,36341
AF,2020-10-04,1514971,36511
AF,2020-10-05,1519685,36639
AF,2020-10-06,1526274,36827
AF,2020-10-07,1536832,37096
AF,2020-10-08,1547740,37394
AF,2020-10-09,1556294,37630
AF,2020-10-10,1569819,37901
AF,2020-10-11,1578794,38109
AF,2020-10-12,1584693,38302
AF,2020-10-13,1592527,38573
AF,2020-10-14,1604029,38836
AF,2020-10-15,1613145,39090
AF,2020-10-16,1623828,39297
AF,2020-10-17,1638090,39562
AF,2020-10-18,1646278,39747
AF,2020-10-19,1655980,39931
AF,2020-10-20,1665756,40229
AF,2020-10-21,1676230,40481
AF,2020-10-22,1687200,40697
AF,2020-10-23,1697630,40921
AF,2020-10-24,1709387,41144
AF,2020-10-25,1718472,41260
AF,2020-10-26,1729195,41608
AF,2020-10-27,1737840,41790
AF,2020-10-28,1749740,42136
AF,2020-10-29,1760806,42338
AF,2020-10-30,1774410,42630
AF,2020-10-31,1785484,42854
AF,2020-11-01,1795795,43176
AF,2020-11-02,1803413,43390
AF,2020-11-03,1814279,43706
AF,2020-11-04,1828280,43941
AF,2020-11-05,1843582,44245
AF,2020-11-06,1855265,44468
AF,2020-11-07,1870225,44846
AF,2020-11-08,1882805,45361
AF,2020-11-09,1891709,45610
AF,2020-11-10,1904786,45951
AF,2020-11-11,1918932,46283
AF,2020-11-12,1934713,46552
AF,2020-11-13,1949294,46832
AF,2020-11-14,1963237,47067
AS,2020-01-22,554,17
AS,2020-01-23,653,18
AS,2020-01-24,937,26
AS,2020-01-25,1429,42
AS,2020-01-26,2105,56
AS,2020-01-27,2912,82
AS,2020-01-28,5558,131
AS,2020-01-29,6143,133
AS,2020-01-30,8208,171
AS,2020-01-31,9889,213
AS,2020-02-01,11991,259
AS,2020-02-02,16738,362
AS,2020-02-03,19827,426
AS,2020-02-04,23836,492
AS,2020-02-05,27579,564
AS,2020-02-06,30737,634
AS,2020-02-07,34264,719
AS,2020-02-08,36989,806
AS,2020-02-09,40013,906
AS,2020-02-10,42551,1013
AS,2020-02-11,44589,1113
AS,2020-02-12,44966,1118
AS,2020-02-13,60117,1371
AS,2020-02-14,66599,1523
AS,2020-02-15,68673,1665
AS,2020-02-16,70787,1769
AS,2020-02-17,72721,1867
AS,2020-02-18,74515,2007
AS,2020-02-19,74935,2122
AS,2020-02-20,75480,2245
AS,2020-02-21,76088,2248
AS,2020-02-22,77807,2454
AS,2020-02-23,78030,2463
AS,2020-02-24,78517,2619
AS,2020-02-25,79260,2696
AS,2020-02-26,80059,2753
AS,2020-02-27,81151,2791
AS,2020-02-28,82228,2844
AS,2020-02-29,83721,2904
AS,2020-03-01,85320,2952
AS,2020-03-02,86698,3017
AS,2020-03-03,88564,3061
AS,2020-03-04,89795,3122
AS,2020-03-05,91080,3169
AS,2020-03-06,93117,3223
AS,2020-03-07,94869,3275
AS,2020-03-08,96082,3361
AS,2020-03-09,96986,3432
AS,2020-03-10,98162,3508
AS,2020-03-11,99916,3605
AS,2020-03-12,101274,3703
AS,2020-03-13,103093,3807
AS,2020-03-14,105018,3929
AS,2020-03-15,106983,4060
AS,2020-03-16,108635,4211
AS,2020-03-17,110600,4369
AS,2020-03-18,112663,4557
AS,2020-03-19,114834,4730
AS,2020-03-20,117228,4907
AS,2020-03-21,119458,5056
AS,2020-03-22,122082,5245
AS,2020-03-23,124898,5394
AS,2020-03-24,128279,5558
AS,2020-03-25,133129,5738
AS,2020-03-26,137479,5965
AS,2020-03-27,142451,6165
AS,2020-03-28,148052,6360
AS,2020-03-29,153607,6553
AS,2020-03-30,159193,6728
AS,2020-03-31,165404,6929
AS,2020-04-01,171979,7168
AS,2020-04-02,178738,7385
AS,2020-04-03,184679,7598
AS,2020-04-04,190667,7830
AS,2020-04-05,197477,8057
AS,2020-04-06,204354,8297
AS,2020-04-07,210025,8511
AS,2020-04-08,215663,8731
AS,2020-04-09,222087,9002
AS,2020-04-10,228570,9261
AS,2020-04-11,235454,9531
AS,2020-04-12,242162,9830
AS,2020-04-13,249650,10071
AS,2020-04-14,257153,10360
AS,2020-04-15,264417,10558
AS,2020-04-16,271969,10804
AS,2020-04-17,280327,12332
AS,2020-04-18,288668,12550
AS,2020-04-19,296917,12795
AS,2020-04-20,306164,13028
AS,2020-04-21,315190,13281
AS,2020-04-22,324640,13525
AS,2020-04-23,334383,13760
AS,2020-04-24,344324,14033
AS,2020-04-25,353481,14278
AS,2020-04-26,362700,14474
AS,2020-04-27,371643,14741
AS,2020-04-28,381188,14993
AS,2020-04-29,391219,15280
AS,2020-04-30,401704,15544
AS,2020-05-01,412719,15783
AS,2020-05-02,422802,16085
AS,2020-05-03,433812,16314
AS,2020-05-04,446442,16703
AS,2020-05-05,459829,17018
AS,2020-05-06,472958,17313
AS,2020-05-07,486663,17618
AS,2020-05-08,501646,17893
AS,2020-05-09,515507,18182
AS,2020-05-10,531928,18492
AS,2020-05-11,547378,18743
AS,2020-05-12,562693,19045
AS,2020-05-13,578272,19365
AS,2020-05-14,597263,19694
AS,2020-05-15,613020,19988
AS,2020-05-16,631362,20299
AS,2020-05-17,650809,20668
AS,2020-05-18,670472,21023
AS,2020-05-19,691397,21384
AS,2020-05-20,713009,21711
AS,2020-05-21,736263,22094
AS,2020-05-22,759495,22474
AS,2020-05-23,782713,22829
AS,2020-05-24,805475,23182
AS,2020-05-25,826305,23491
AS,2020-05-26,845521,23863
AS,2020-05-27,868391,24297
AS,2020-05-28,893060,24730
AS,2020-05-29,920740,25267
AS,2020-05-30,947404,25789
AS,2020-05-31,975769,26305
AS,2020-06-01,1002909,26793
AS,2020-06-02,1032694,27322
AS,2020-06-03,1065214,27943
AS,2020-06-04,1096513,28504
AS,2020-06-05,1128464,29133
AS,2020-06-06,1162130,29766
AS,2020-06-07,1195777,30402
AS,2020-06-08,1225933,31038
AS,2020-06-09,1258860,31688
AS,2020-06-10,1294394,32434
AS,2020-06-11,1331273,33244
AS,2020-06-12,1362813,33955
AS,2020-06-13,1400298,34683
AS,2020-06-14,1443636,35540
AS,2020-06-15,1479290,36434
AS,2020-06-16,1516317,38945
AS,2020-06-17,1555928,39796
AS,2020-06-18,1595683,40678
AS,2020-06-19,1637322,41605
AS,2020-06-20,1678119,42463
AS,2020-06-21,1716651,43396
AS,2020-06-22,1755962,44178
AS,2020-06-23,1797050,45109
AS,2020-06-24,1839421,46097
AS,2020-06-25,1882144,47028
AS,2020-06-26,1927042,47948
AS,2020-06-27,1972155,48865
AS,2020-06-28,2017718,49730
AS,2020-06-29,2060733,50748
AS,2020-06-30,2106112,51858
AS,2020-07-01,2171745,52854
AS,2020-07-02,2220781,53800
AS,2020-07-03,2270356,54705
AS,2020-07-04,2323273,55844
AS,2020-07-05,2378215,56982
AS,2020-07-06,2426963,58123
AS,2020-07-07,2476109,59266
AS,2020-07-08,2528955,60288
AS,2020-07-09,2585554,61394
AS,2020-07-10,2640736,62451
AS,2020-07-11,2695156,63568
AS,2020-07-12,2748951,64995
AS,2020-07-13,2804577,66128
AS,2020-07-14,2858744,67278
AS,2020-07-15,2918564,68500
AS,2020-07-16,2978130,69756
AS,2020-07-17,3041088,71087
AS,2020-07-18,3114928,72990
AS,2020-07-19,3182368,74467
AS,2020-07-20,3242625,75849
AS,2020-07-21,3307284,77121
AS,2020-07-22,3378004,78927
AS,2020-07-23,3456844,80432
AS,2020-07-24,3530586,81752
AS,2020-07-25,3604110,83018
AS,2020-07-26,3676292,84318
AS,2020-07-27,3744596,85505
AS,2020-07-28,3821788,87048
AS,2020-07-29,3898824,88317
AS,2020-07-30,3979179,89657
AS,2020-07-31,4066005,90990
AS,2020-08-01,4143080,92329
AS,2020-08-02,4219629,93573
AS,2020-08-03,4292982,94921
AS,2020-08-04,4370912,96588
AS,2020-08-05,4453733,98037
AS,2020-08-06,4541648,99418
AS,2020-08-07,4629421,100827
AS,2020-08-08,4718694,102159
AS,2020-08-09,4802697,103686
AS,2020-08-10,4882809,105057
AS,2020-08-11,4967323,106609
AS,2020-08-12,5059882,108150
AS,2020-08-13,5150169,109630
AS,2020-08-14,5242600,111078
AS,2020-08-15,5332310,112612
AS,2020-08-16,5413226,114072
AS,2020-08-17,5490073,115414
AS,2020-08-18,5581784,117165
AS,2020-08-19,5677703,118774
AS,2020-08-20,5772744,120308
AS,2020-08-21,5867620,121290
AS,2020-08-22,5961261,122680
AS,2020-08-23,6043075,123992
AS,2020-08-24,6127794,125339
AS,2020-08-25,6208581,126915
AS,2020-08-26,6320413,128582
AS,2020-08-27,6422394,130196
AS,2020-08-28,6523750,131752
AS,2020-08-29,6626138,133209
AS,2020-08-30,6727037,134715
AS,2020-08-31,6820132,135984
AS,2020-09-01,6921229,137563
AS,2020-09-02,7029799,139114
AS,2020-09-03,7139456,140750
AS,2020-09-04,7252029,142314
AS,2020-09-05,7366537,143848
AS,2020-09-06,7480656,145417
AS,2020-09-07,7579870,147013
AS,2020-09-08,7696671,148671
AS,2020-09-09,7819740,150379
AS,2020-09-10,7946043,152158
AS,2020-09-11,8072129,153804
AS,2020-09-12,8196084,155532
AS,2020-09-13,8314775,157184
AS,2020-09-14,8428793,159012
AS,2020-09-15,8547930,160872
AS,2020-09-16,8678378,162643
AS,2020-09-17,8805487,164401
AS,2020-09-18,8928547,166197
AS,2020-09-19,9051354,167936
AS,2020-09-20,9168692,169656
AS,2020-09-21,9272020,171265
AS,2020-09-22,9383450,172967
AS,2020-09-23,9509397,174733
AS,2020-09-24,9630256,176463
AS,2020-09-25,9748281,178163
AS,2020-09-26,9871821,179883
AS,2020-09-27,9983998,181511
AS,2020-09-28,10082185,182880
AS,2020-09-29,10193602,184746
AS,2020-09-30,10317101,186554
AS,2020-10-01,10435260,188269
AS,2020-10-02,10548974,189947
AS,2020-10-03,10657805,191453
AS,2020-10-04,10763726,193036
AS,2020-10-05,10859259,194606
AS,2020-10-06,10966400,196279
AS,2020-10-07,11081676,197943
AS,2020-10-08,11188792,199672
AS,2020-10-09,11293663,201251
AS,2020-10-10,11401004,202829
AS,2020-10-11,11497093,204373
AS,2020-10-12,11586273,205731
AS,2020-10-13,11684799,207157
AS,2020-10-14,11787387,208630
AS,2020-10-15,11887732,210224
AS,2020-10-16,11986530,211720
AS,2020-10-17,12081883,213459
AS,2020-10-18,12170679,214709
AS,2020-10-19,12251245,216100
AS,2020-10-20,12340391,217570
AS,2020-10-21,12436741,219069
AS,2020-10-22,12531699,220527
AS,2020-10-23,12626761,222025
AS,2020-10-24,12713668,223368
AS,2020-10-25,12796621,224582
AS,2020-10-26,12867163,225919
AS,2020-10-27,12949890,227253
AS,2020-10-28,13040821,228639
AS,2020-10-29,13131696,230036
AS,2020-10-30,13221323,231348
AS,2020-10-31,13306418,232677
AS,2020-11-01,13391634,234031
AS,2020-11-02,13472562,235469
AS,2020-11-03,13563403,236912
AS,2020-11-04,13658236,238568
AS,2020-11-05,13752539,240135
AS,2020-11-06,13851533,241630
AS,2020-11-07,13943385,243044
AS,2020-11-08,14035194,244442
AS,2020-11-09,14118526,245898
AS,2020-11-10,14211455,247346
AS,2020-11-11,14309503,248934
AS,2020-11-12,14405862,250437
AS,2020-11-13,14502162,251936
AS,2020-11-14,14593396,253349
EU,2020-01-24,2,0
EU,2020-01-25,3,0
EU,2020-01-26,3,0
EU,2020-01-27,4,0
EU,2020-01-28,8,0
EU,2020-01-29,10,0
EU,2020-01-30,10,0
EU,2020-01-31,17,0
EU,2020-02-01,23,0
EU,2020-02-02,25,0
EU,2020-02-03,33,0
EU,2020-02-04,34,0
EU,2020-02-05,35,0
EU,2020-02-06,35,0
EU,2020-02-07,37,0
EU,2020-02-08,46,0
EU,2020-02-09,49,0
EU,2020-02-10,49,0
EU,2020-02-11,52,0
EU,2020-02-12,53,0
EU,2020-02-13,54,0
EU,2020-02-14,55,0
EU,2020-02-15,56,1
EU,2020-02-16,56,1
EU,2020-02-17,57,1
EU,2020-02-18,57,1
EU,2020-02-19,58,1
EU,2020-02-20,60,1
EU,2020-02-21,78,2
EU,2020-02-22,120,3
EU,2020-02-23,218,4
EU,2020-02-24,294,8
EU,2020-02-25,402,11
EU,2020-02-26,565,14
EU,2020-02-27,830,19
EU,2020-02-28,1134,23
EU,2020-02-29,1506,31
EU,2020-03-01,2261,36
EU,2020-03-02,2828,55
EU,2020-03-03,3508,85
EU,2020-03-04,4523,114
EU,2020-03-05,5909,159
EU,2020-03-06,7767,215
EU,2020-03-07,9889,259
EU,2020-03-08,12423,410
EU,2020-03-09,15360,521
EU,2020-03-10,18952,718
EU,2020-03-11,24399,958
EU,2020-03-12,28327,1154
EU,2020-03-13,39860,1535
EU,2020-03-14,47991,1823
EU,2020-03-15,56825,2320
EU,2020-03-16,67800,2814
EU,2020-03-17,79317,3424
EU,2020-03-18,93369,4067
EU,2020-03-19,112778,4920
EU,2020-03-20,133349,6102
EU,2020-03-21,155252,7545
EU,2020-03-22,175534,8881
EU,2020-03-23,202686,10454
EU,2020-03-24,227596,12292
EU,2020-03-25,259117,14544
EU,2020-03-26,296123,16861
EU,2020-03-27,334184,19554
EU,2020-03-28,372576,22349
EU,2020-03-29,404250,24949
EU,2020-03-30,438440,28026
EU,2020-03-31,477847,31335
EU,2020-04-01,517021,35276
EU,2020-04-02,555545,39537
EU,2020-04-03,595873,43836
EU,2020-04-04,632683,47959
EU,2020-04-05,663229,51104
EU,2020-04-06,694952,54733
EU,2020-04-07,729884,59898
EU,2020-04-08,768074,63930
EU,2020-04-09,805902,68798
EU,2020-04-10,844678,73340
EU,2020-04-11,878587,76836
EU,2020-04-12,934454,80204
EU,2020-04-13,964158,83600
EU,2020-04-14,993255,87315
EU,2020-04-15,1029423,92382
EU,2020-04-16,1078153,96640
EU,2020-04-17,1114642,100855
EU,2020-04-18,1142007,104139
EU,2020-04-19,1179853,106734
EU,2020-04-20,1208088,109704
EU,2020-04-21,1240151,113470
EU,2020-04-22,1268759,116891
EU,2020-04-23,1301409,120146
EU,2020-04-24,1319456,123518
EU,2020-04-25,1347043,126434
EU,2020-04-26,1371372,128323
EU,2020-04-27,1397706,130491
EU,2020-04-28,1423865,133393
EU,2020-04-29,1447302,136326
EU,2020-04-30,1472445,138619
EU,2020-05-01,1496955,140553
EU,2020-05-02,1521534,142941
EU,2020-05-03,1544340,144207
EU,2020-05-04,1567062,145774
EU,2020-05-05,1591416,147818
EU,2020-05-06,1620129,150398
EU,2020-05-07,1647063,152164
EU,2020-05-08,1673062,154152
EU,2020-05-09,1695214,155413
EU,2020-05-10,1716543,156441
EU,2020-05-11,1741605,157689
EU,2020-05-12,1765351,159556
EU,2020-05-13,1786713,161075
EU,2020-05-14,1808579,162692
EU,2020-05-15,1830703,163991
EU,2020-05-16,1849423,165107
EU,2020-05-17,1867140,166282
EU,2020-05-18,1885063,167154
EU,2020-05-19,1905369,168108
EU,2020-05-20,1924543,169269
EU,2020-05-21,1942992,170274
EU,2020-05-22,1962370,171839
EU,2020-05-23,1979954,172661
EU,2020-05-24,1995611,173574
EU,2020-05-25,2010879,172246
EU,2020-05-26,2027529,173271
EU,2020-05-27,2043685,174310
EU,2020-05-28,2065230,175242
EU,2020-05-29,2082882,176148
EU,2020-05-30,2100480,176882
EU,2020-05-31,2115897,177345
EU,2020-06-01,2131090,177854
EU,2020-06-02,2145736,178616
EU,2020-06-03,2161893,179409
EU,2020-06-04,2178961,180039
EU,2020-06-05,2196313,180779
EU,2020-06-06,2213073,181388
EU,2020-06-07,2228701,181788
EU,2020-06-08,2244648,182217
EU,2020-06-09,2260761,182973
EU,2020-06-10,2276976,183627
EU,2020-06-11,2294128,184110
EU,2020-06-12,2312153,184655
EU,2020-06-13,2329238,185120
EU,2020-06-14,2345463,185450
EU,2020-06-15,2361024,185809
EU,2020-06-16,2377932,186436
EU,2020-06-17,2395204,187015
EU,2020-06-18,2413128,187563
EU,2020-06-19,2429936,189226
EU,2020-06-20,2445617,189670
EU,2020-06-21,2459763,189940
EU,2020-06-22,2474705,190219
EU,2020-06-23,2490729,190726
EU,2020-06-24,2506894,191116
EU,2020-06-25,2522619,191500
EU,2020-06-26,2539712,191986
EU,2020-06-27,2554340,192347
EU,2020-06-28,2567109,192632
EU,2020-06-29,2582448,192931
EU,2020-06-30,2596363,193363
EU,2020-07-01,2610363,193853
EU,2020-07-02,2625013,194244
EU,2020-07-03,2640042,194695
EU,2020-07-04,2653295,195054
EU,2020-07-05,2666209,195344
EU,2020-07-06,2681095,195647
EU,2020-07-07,2694010,196119
EU,2020-07-08,2708070,196526
EU,2020-07-09,2723435,196954
EU,2020-07-10,2738760,197347
EU,2020-07-11,2753008,197711
EU,2020-07-12,2765751,197965
EU,2020-07-13,2781247,198233
EU,2020-07-14,2794926,198613
EU,2020-07-15,2810389,199030
EU,2020-07-16,2826443,199411
EU,2020-07-17,2843442,199785
EU,2020-07-18,2857392,200053
EU,2020-07-19,2870057,200263
EU,2020-07-20,2889033,200517
EU,2020-07-21,2904193,200856
EU,2020-07-22,2921071,201210
EU,2020-07-23,2939118,201546
EU,2020-07-24,2957508,201901
EU,2020-07-25,2971944,202182
EU,2020-07-26,2985867,202402
EU,2020-07-27,3008241,202630
EU,2020-07-28,3024607,202969
EU,2020-07-29,3042306,203341
EU,2020-07-30,3062944,203673
EU,2020-07-31,3084985,204068
EU,2020-08-01,3100212,204323
EU,2020-08-02,3114035,204548
EU,2020-08-03,3136485,204801
EU,2020-08-04,3160404,205202
EU,2020-08-05,3180046,205580
EU,2020-08-06,3204036,205925
EU,2020-08-07,3230052,206264
EU,2020-08-08,3246081,206573
EU,2020-08-09,3260881,206793
EU,2020-08-10,3288881,207131
EU,2020-08-11,3308149,207459
EU,2020-08-12,3334545,207854
EU,2020-08-13,3360254,208236
EU,2020-08-14,3390813,208580
EU,2020-08-15,3411751,209048
EU,2020-08-16,3426852,209267
EU,2020-08-17,3461462,209554
EU,2020-08-18,3483339,209901
EU,2020-08-19,3508717,210355
EU,2020-08-20,3535354,210705
EU,2020-08-21,3578546,211092
EU,2020-08-22,3601196,211418
EU,2020-08-23,3622302,211645
EU,2020-08-24,3660383,211938
EU,2020-08-25,3688299,212358
EU,2020-08-26,3720485,212634
EU,2020-08-27,3756484,213035
EU,2020-08-28,3792583,213402
EU,2020-08-29,3812196,213719
EU,2020-08-30,3840890,213973
EU,2020-08-31,3885215,214354
EU,2020-09-01,3916098,214838
EU,2020-09-02,3952893,215279
EU,2020-09-03,3991152,215721
EU,2020-09-04,4034181,216289
EU,2020-09-05,4056603,216666
EU,2020-09-06,4077486,216920
EU,2020-09-07,4145604,217283
EU,2020-09-08,4183975,217805
EU,2020-09-09,4226507,218274
EU,2020-09-10,4272610,218735
EU,2020-09-11,4323152,219202
EU,2020-09-12,4351088,219563
EU,2020-09-13,4375631,219870
EU,2020-09-14,4449427,220322
EU,2020-09-15,4494786,221023
EU,2020-09-16,4546576,221784
EU,2020-09-17,4603104,222456
EU,2020-09-18,4665485,223178
EU,2020-09-19,4698045,223620
EU,2020-09-20,4727600,223958
EU,2020-09-21,4818607,224532
EU,2020-09-22,4873772,225377
EU,2020-09-23,4923154,226079
EU,2020-09-24,5002116,226779
EU,2020-09-25,5073385,227539
EU,2020-09-26,5112441,228138
EU,2020-09-27,5147994,228524
EU,2020-09-28,5238979,229122
EU,2020-09-29,5292548,229913
EU,2020-09-30,5371076,230959
EU,2020-10-01,5442650,231769
EU,2020-10-02,5520299,232653
EU,2020-10-03,5576456,233263
EU,2020-10-04,5638870,233724
EU,2020-10-05,5753002,234490
EU,2020-10-06,5837969,235568
EU,2020-10-07,5936840,236539
EU,2020-10-08,6050303,237490
EU,2020-10-09,6168633,238544
EU,2020-10-10,6253304,239331
EU,2020-10-11,6326303,239964
EU,2020-10-12,6476327,240910
EU,2020-10-13,6597948,242281
EU,2020-10-14,6741151,243648
EU,2020-10-15,6900168,245003
EU,2020-10-16,7058539,246509
EU,2020-10-17,7171984,247601
EU,2020-10-18,7276271,248461
EU,2020-10-19,7504317,249938
EU,2020-10-20,7666937,251810
EU,2020-10-21,7868481,253503
EU,2020-10-22,8086675,255371
EU,2020-10-23,8322617,257419
EU,2020-10-24,8484519,259021
EU,2020-10-25,8633405,260299
EU,2020-10-26,8970544,262423
EU,2020-10-27,9201842,265290
EU,2020-10-28,9458615,267857
EU,2020-10-29,9746528,270514
EU,2020-10-30,10048791,273626
EU,2020-10-31,10281850,276216
EU,2020-11-01,10502095,278165
